"HGNC.symbol"	"MGI.symbol"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"asc1_count.x"	"asc2_count.x"	"asc3_count.x"	"asc4_count.x"	"neu1_count.x"	"neu2_count.x"	"neu3_count.x"	"neu4_count.x"	"astro1_count.x"	"astro2_count.x"	"endo1_count.x"	"endo2_count.x"	"micro1_count.x"	"micro2_count.x"	"neuron1_count.x"	"neuron2_count.x"	"oligopre1_count.x"	"oligopre2_count.x"	"oligonew1_count.x"	"oligonew2_count.x"	"oligomye1_count.x"	"oligomye2_count.x"	"asc1_count.y"	"asc2_count.y"	"asc3_count.y"	"asc4_count.y"	"neu1_count.y"	"neu2_count.y"	"neu3_count.y"	"neu4_count.y"	"astro1_count.y"	"astro2_count.y"	"endo1_count.y"	"endo2_count.y"	"micro1_count.y"	"micro2_count.y"	"neuron1_count.y"	"neuron2_count.y"	"oligopre1_count.y"	"oligopre2_count.y"	"oligonew1_count.y"	"oligonew2_count.y"	"oligomye1_count.y"	"oligomye2_count.y"	"doid_code"	"doid_name"	"geneId"	"count"	"pubmeds_max"	"score_max"	"score_mean"	"associationType"	"source"
"1"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:1781"	"thyroid cancer"	6790	3	1	0.002317068	0.000961359	"Biomarker|GeneticVariation"	"BeFree|GAD"
"2"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:1324"	"lung cancer"	6790	4	5	0.001417523	0.000637885	"Biomarker|GeneticVariation"	"BeFree"
"3"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:2994"	"germ cell cancer"	6790	2	1	0.000283505	0.000283505	"Biomarker"	"BeFree"
"4"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:1192"	"peripheral nervous system neoplasm"	6790	4	6	0.211417523	0.053137885	"Biomarker"	"BeFree|CTD_human"
"5"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:10534"	"stomach cancer"	6790	3	7	0.004018095	0.003708592	"Biomarker|GeneticVariation"	"BeFree|GAD|LHGDN"
"6"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:4159"	"skin cancer"	6790	1	1	0.000283505	0.000283505	"GeneticVariation"	"BeFree"
"7"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:2986"	"IgA glomerulonephritis"	6790	1	1	0.21	0.21	"Biomarker"	"CTD_human"
"8"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:5041"	"esophageal cancer"	6790	4	5	0.005690158	0.002060425	"AlteredExpression|Biomarker|GeneticVariation"	"BeFree|GAD|LHGDN"
"9"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:4362"	"cervical cancer"	6790	2	3	0.000850514	0.000850514	"Biomarker"	"BeFree"
"10"	"AURKA"	"Aurka"	-3.32681985767379	3.69792070689744	14.7732322642847	0.000121244407639585	0.00760808657938393	753	612	1046	1683	26	13	26	91	232	251	312	297	162	19	204	163	420	437	71	123	46	42	527.978376625531	851.46724016359	1263.46659113173	1637.62806345155	20.3264474298556	71.7358189905264	70.0171819457143	41.2833292328752	185.572943918228	229.755833292919	181.521311406093	204.093349654884	119.573435611992	114.862024347801	226.818295526827	253.985024837905	240.20738307811	260.394138951609	175.535331965209	182.771471888037	87.2939193267548	111.67509305707	"DOID:219"	"colon cancer"	6790	2	2	0.000567009	0.000567009	"Biomarker"	"BeFree"
